Entity, Code, Year, Annual CO2 emissions
United States, USA, 1990, 5120957000
United States, USA, 1991, 5062956500
United States, USA, 1992, 5174227500
United States, USA, 1993, 5272850400
United States, USA, 1994, 5364279300
United States, USA, 1995, 5425259500
United States, USA, 1996, 5612983000
United States, USA, 1997, 5688142300
United States, USA, 1998, 5733281000
United States, USA, 1999, 5803918000
United States, USA, 2000, 6010135600
United States, USA, 2001, 5907739600
United States, USA, 2002, 5946308000
United States, USA, 2003, 6010145300
United States, USA, 2004, 6112655000
United States, USA, 2005, 6132183000
United States, USA, 2006, 6052686000
United States, USA, 2007, 6130123000
United States, USA, 2008, 5915118600
United States, USA, 2009, 5480725500
United States, USA, 2010, 5679715300
United States, USA, 2011, 5546116000
United States, USA, 2012, 5344086000
United States, USA, 2013, 5480156700
United States, USA, 2014, 5528681000
United States, USA, 2015, 5376473000
United States, USA, 2016, 5252932000
United States, USA, 2017, 5212162000
United States, USA, 2018, 5377797000
United States, USA, 2019, 5262145000
United States, USA, 2020, 4714628000
United States, USA, 2021, 5032213000
United States, USA, 2022, 5057303600
Africa, , 1750, 0
Africa, , 1751, 0
Africa, , 1752, 0
Africa, , 1753, 0
Africa, , 1754, 0
Africa, , 1755, 0
Africa, , 1756, 0
Africa, , 1757, 0
Africa, , 1758, 0
Africa, , 1759, 0
Africa, , 1760, 0
Africa, , 1761, 0
Africa, , 1762, 0
Africa, , 1763, 0
Africa, , 1764, 0
Africa, , 1765, 0
Africa, , 1766, 0
Africa, , 1767, 0
Africa, , 1768, 0
Africa, , 1769, 0
Africa, , 1770, 0
Africa, , 1771, 0
Africa, , 1772, 0
Africa, , 1773, 0
Africa, , 1774, 0
Africa, , 1775, 0
Africa, , 1776, 0
Africa, , 1777, 0
Africa, , 1778, 0
Africa, , 1779, 0
Africa, , 1780, 0
Africa, , 1781, 0
Africa, , 1782, 0
Africa, , 1783, 0
Africa, , 1784, 0
Africa, , 1785, 0
Africa, , 1786, 0
Africa, , 1787, 0
Africa, , 1788, 0
Africa, , 1789, 0
Africa, , 1790, 0
Africa, , 1791, 0
Africa, , 1792, 0
Africa, , 1793, 0
Africa, , 1794, 0
Africa, , 1795, 0
Africa, , 1796, 0
Africa, , 1797, 0
Africa, , 1798, 0
Africa, , 1799, 0
Africa, , 1800, 0
Africa, , 1801, 0
Africa, , 1802, 0
Africa, , 1803, 0
Africa, , 1804, 0
Africa, , 1805, 0
Africa, , 1806, 0
Africa, , 1807, 0
Africa, , 1808, 0
Africa, , 1809, 0
Africa, , 1810, 0
Africa, , 1811, 0
Africa, , 1812, 0
Africa, , 1813, 0
Africa, , 1814, 0
Africa, , 1815, 0
Africa, , 1816, 0
Africa, , 1817, 0
Africa, , 1818, 0
Africa, , 1819, 0
Africa, , 1820, 0
Africa, , 1821, 0
Africa, , 1822, 0
Africa, , 1823, 0
Africa, , 1824, 0
Africa, , 1825, 0
Africa, , 1826, 0
Africa, , 1827, 0
Africa, , 1828, 0
Africa, , 1829, 0
Africa, , 1830, 0
Africa, , 1831, 0
Africa, , 1832, 0
Africa, , 1833, 0
Africa, , 1834, 0
Africa, , 1835, 0
Africa, , 1836, 0
Africa, , 1837, 0
Africa, , 1838, 0
Africa, , 1839, 0
Africa, , 1840, 0
Africa, , 1841, 0
Africa, , 1842, 0
Africa, , 1843, 0
Africa, , 1844, 0
Africa, , 1845, 0
Africa, , 1846, 0
Africa, , 1847, 0
Africa, , 1848, 0
Africa, , 1849, 0
Africa, , 1850, 0
Africa, , 1851, 0
Africa, , 1852, 0
Africa, , 1853, 0
Africa, , 1854, 0
Africa, , 1855, 0
Africa, , 1856, 0
Africa, , 1857, 0
Africa, , 1858, 0
Africa, , 1859, 0
Africa, , 1860, 0
Africa, , 1861, 0
Africa, , 1862, 0
Africa, , 1863, 0
Africa, , 1864, 0
Africa, , 1865, 0
Africa, , 1866, 0
Africa, , 1867, 0
Africa, , 1868, 0
Africa, , 1869, 0
Africa, , 1870, 0
Africa, , 1871, 0
Africa, , 1872, 0
Africa, , 1873, 0
Africa, , 1874, 0
Africa, , 1875, 0
Africa, , 1876, 0
Africa, , 1877, 0
Africa, , 1878, 0
Africa, , 1879, 0
Africa, , 1880, 0
Africa, , 1881, 0
Africa, , 1882, 0
Africa, , 1883, 0
Africa, , 1884, 21984
Africa, , 1885, 36640
Africa, , 1886, 47632
Africa, , 1887, 47632
Africa, , 1888, 80608
Africa, , 1889, 131904
Africa, , 1890, 296784
Africa, , 1891, 296784
Africa, , 1892, 479984
Africa, , 1893, 1799024
Africa, , 1894, 2432896
Africa, , 1895, 3337904
Africa, , 1896, 4257568
Africa, , 1897, 4777856
Africa, , 1898, 6049264
Africa, , 1899, 5517984
Africa, , 1900, 2330304
Africa, , 1901, 3909488
Africa, , 1902, 5825760
Africa, , 1903, 7895920
Africa, , 1904, 8910848
Africa, , 1905, 10262864
Africa, , 1906, 11717472
Africa, , 1907, 12930256
Africa, , 1908, 13402912
Africa, , 1909, 15385136
Africa, , 1910, 17411328
Africa, , 1911, 16865392
Africa, , 1912, 17953600
Africa, , 1913, 19606064
Africa, , 1914, 19551104
Africa, , 1915, 19606064
Africa, , 1916, 23255408
Africa, , 1917, 25343888
Africa, , 1918, 24724672
Africa, , 1919, 25442816
Africa, , 1920, 28051584
Africa, , 1921, 27985632
Africa, , 1922, 23969888
Africa, , 1923, 29044528
Africa, , 1924, 30631040
Africa, , 1925, 32184576
Africa, , 1926, 34437936
Africa, , 1927, 33840704
Africa, , 1928, 34770320
Africa, , 1929, 35801616
Africa, , 1930, 33695670
Africa, , 1931, 29463712
Africa, , 1932, 26622752
Africa, , 1933, 28491132
Africa, , 1934, 32539280
Africa, , 1935, 35909544
Africa, , 1936, 39015950
Africa, , 1937, 41844264
Africa, , 1938, 44013164
Africa, , 1939, 46852930
Africa, , 1940, 49649184
Africa, , 1941, 54023456
Africa, , 1942, 58822884
Africa, , 1943, 60119628
Africa, , 1944, 66632910
Africa, , 1945, 67527180
Africa, , 1946, 68159370
Africa, , 1947, 67934744
Africa, , 1948, 71733140
Africa, , 1949, 77323530
Africa, , 1950, 94868000
Africa, , 1951, 101125270
Africa, , 1952, 110325210
Africa, , 1953, 112007010
Africa, , 1954, 117536136
Africa, , 1955, 129402480
Africa, , 1956, 135106240
Africa, , 1957, 141593100
Africa, , 1958, 148670910
Africa, , 1959, 147841220
Africa, , 1960, 156567170
Africa, , 1961, 161994320
Africa, , 1962, 166334880
Africa, , 1963, 176334850
Africa, , 1964, 193639330
Africa, , 1965, 213634380
Africa, , 1966, 221082080
Africa, , 1967, 237045170
Africa, , 1968, 257384030
Africa, , 1969, 277916000
Africa, , 1970, 302623900
Africa, , 1971, 331861400
Africa, , 1972, 351871100
Africa, , 1973, 378003360
Africa, , 1974, 388389600
Africa, , 1975, 387265120
Africa, , 1976, 420141100
Africa, , 1977, 433115100
Africa, , 1978, 462487070
Africa, , 1979, 499060700
Africa, , 1980, 535678370
Africa, , 1981, 548570700
Africa, , 1982, 571727200
Africa, , 1983, 594561000
Africa, , 1984, 649325060
Africa, , 1985, 665686400
Africa, , 1986, 689698050
Africa, , 1987, 689703300
Africa, , 1988, 724696800
Africa, , 1989, 697796860
Africa, , 1990, 658281400
Africa, , 1991, 687829100
Africa, , 1992, 666901500
Africa, , 1993, 706661500
Africa, , 1994, 790281400
Africa, , 1995, 844556600
Africa, , 1996, 872320830
Africa, , 1997, 893989200
Africa, , 1998, 912442100
Africa, , 1999, 899677440
Africa, , 2000, 930042600
Africa, , 2001, 919542850
Africa, , 2002, 899274200
Africa, , 2003, 988565440
Africa, , 2004, 1044866750
Africa, , 2005, 1063180000
Africa, , 2006, 1092165900
Africa, , 2007, 1122721400
Africa, , 2008, 1175619600
Africa, , 2009, 1173163400
Africa, , 2010, 1215373700
Africa, , 2011, 1255083900
Africa, , 2012, 1255851500
Africa, , 2013, 1265469700
Africa, , 2014, 1344915500
Africa, , 2015, 1319787300
Africa, , 2016, 1355493500
Africa, , 2017, 1369709700
Africa, , 2018, 1357075100
Africa, , 2019, 1457568100
Africa, , 2020, 1356435700
Africa, , 2021, 1435214100
Africa, , 2022, 1416626600
Asia (excl. China and India), , 1750, 0
Asia (excl. China and India), , 1751, 0
Asia (excl. China and India), , 1752, 0
Asia (excl. China and India), , 1753, 0
Asia (excl. China and India), , 1754, 0
Asia (excl. China and India), , 1755, 0
Asia (excl. China and India), , 1756, 0
Asia (excl. China and India), , 1757, 0
Asia (excl. China and India), , 1758, 0
Asia (excl. China and India), , 1759, 0
Asia (excl. China and India), , 1760, 0
Asia (excl. China and India), , 1761, 0
Asia (excl. China and India), , 1762, 0
Asia (excl. China and India), , 1763, 0
Asia (excl. China and India), , 1764, 0
Asia (excl. China and India), , 1765, 0
Asia (excl. China and India), , 1766, 0
Asia (excl. China and India), , 1767, 0
Asia (excl. China and India), , 1768, 0
Asia (excl. China and India), , 1769, 0
Asia (excl. China and India), , 1770, 0
Asia (excl. China and India), , 1771, 0
Asia (excl. China and India), , 1772, 0
Asia (excl. China and India), , 1773, 0
Asia (excl. China and India), , 1774, 0
Asia (excl. China and India), , 1775, 0
Asia (excl. China and India), , 1776, 0
Asia (excl. China and India), , 1777, 0
Asia (excl. China and India), , 1778, 0
Asia (excl. China and India), , 1779, 0
Asia (excl. China and India), , 1780, 0
Asia (excl. China and India), , 1781, 0
Asia (excl. China and India), , 1782, 0
Asia (excl. China and India), , 1783, 0
Asia (excl. China and India), , 1784, 0
Asia (excl. China and India), , 1785, 0
Asia (excl. China and India), , 1786, 0
Asia (excl. China and India), , 1787, 0
Asia (excl. China and India), , 1788, 0
Asia (excl. China and India), , 1789, 0
Asia (excl. China and India), , 1790, 0
Asia (excl. China and India), , 1791, 0
Asia (excl. China and India), , 1792, 0
Asia (excl. China and India), , 1793, 0
Asia (excl. China and India), , 1794, 0
Asia (excl. China and India), , 1795, 0
Asia (excl. China and India), , 1796, 0
Asia (excl. China and India), , 1797, 0
Asia (excl. China and India), , 1798, 0
Asia (excl. China and India), , 1799, 0
Asia (excl. China and India), , 1800, 0
Asia (excl. China and India), , 1801, 0
Asia (excl. China and India), , 1802, 0
Asia (excl. China and India), , 1803, 0
Asia (excl. China and India), , 1804, 0
Asia (excl. China and India), , 1805, 0
Asia (excl. China and India), , 1806, 0
Asia (excl. China and India), , 1807, 0
Asia (excl. China and India), , 1808, 0
Asia (excl. China and India), , 1809, 0
Asia (excl. China and India), , 1810, 0
Asia (excl. China and India), , 1811, 0
Asia (excl. China and India), , 1812, 0
Asia (excl. China and India), , 1813, 0
Asia (excl. China and India), , 1814, 0
Asia (excl. China and India), , 1815, 0
Asia (excl. China and India), , 1816, 0
Asia (excl. China and India), , 1817, 0
Asia (excl. China and India), , 1818, 0
Asia (excl. China and India), , 1819, 0
Asia (excl. China and India), , 1820, 0
Asia (excl. China and India), , 1821, 0
Asia (excl. China and India), , 1822, 0
Asia (excl. China and India), , 1823, 0
Asia (excl. China and India), , 1824, 0
Asia (excl. China and India), , 1825, 0
Asia (excl. China and India), , 1826, 0
Asia (excl. China and India), , 1827, 0
Asia (excl. China and India), , 1828, 0
Asia (excl. China and India), , 1829, 0
Asia (excl. China and India), , 1830, 2126
Asia (excl. China and India), , 1831, 2553
Asia (excl. China and India), , 1832, 1701
Asia (excl. China and India), , 1833, 2126
Asia (excl. China and India), , 1834, 0
Asia (excl. China and India), , 1835, 0
Asia (excl. China and India), , 1836, 0
Asia (excl. China and India), , 1837, 0
Asia (excl. China and India), , 1838, 0
Asia (excl. China and India), , 1839, 0
Asia (excl. China and India), , 1840, 0
Asia (excl. China and India), , 1841, 0
Asia (excl. China and India), , 1842, 0
Asia (excl. China and India), , 1843, 0
Asia (excl. China and India), , 1844, 0
Asia (excl. China and India), , 1845, 0
Asia (excl. China and India), , 1846, 0
Asia (excl. China and India), , 1847, 0
Asia (excl. China and India), , 1848, 0
Asia (excl. China and India), , 1849, 0
Asia (excl. China and India), , 1850, 13187
Asia (excl. China and India), , 1851, 0
Asia (excl. China and India), , 1852, 0
Asia (excl. China and India), , 1853, 0
Asia (excl. China and India), , 1854, 0
Asia (excl. China and India), , 1855, 39987
Asia (excl. China and India), , 1856, 0
Asia (excl. China and India), , 1857, 0
Asia (excl. China and India), , 1858, 56153
Asia (excl. China and India), , 1859, 59555
Asia (excl. China and India), , 1860, 87666
Asia (excl. China and India), , 1861, 111360
Asia (excl. China and India), , 1862, 100462
Asia (excl. China and India), , 1863, 105200
Asia (excl. China and India), , 1864, 117994
Asia (excl. China and India), , 1865, 263005
Asia (excl. China and India), , 1866, 565199
Asia (excl. China and India), , 1867, 636119
Asia (excl. China and India), , 1868, 527105
Asia (excl. China and India), , 1869, 747343
Asia (excl. China and India), , 1870, 676755
Asia (excl. China and India), , 1871, 899720
Asia (excl. China and India), , 1872, 972686
Asia (excl. China and India), , 1873, 930038
Asia (excl. China and India), , 1874, 1633613
Asia (excl. China and India), , 1875, 2702004
Asia (excl. China and India), , 1876, 2808297
Asia (excl. China and India), , 1877, 2890141
Asia (excl. China and India), , 1878, 3691131
Asia (excl. China and India), , 1879, 3986943
Asia (excl. China and India), , 1880, 4302312
Asia (excl. China and India), , 1881, 4508904
Asia (excl. China and India), , 1882, 4680401
Asia (excl. China and India), , 1883, 5163748
Asia (excl. China and India), , 1884, 5458958
Asia (excl. China and India), , 1885, 6076882
Asia (excl. China and India), , 1886, 6339659
Asia (excl. China and India), , 1887, 7469113
Asia (excl. China and India), , 1888, 8305724
Asia (excl. China and India), , 1889, 9758854
Asia (excl. China and India), , 1890, 10652876
Asia (excl. China and India), , 1891, 12428965
Asia (excl. China and India), , 1892, 13025294
Asia (excl. China and India), , 1893, 14868268
Asia (excl. China and India), , 1894, 17129636
Asia (excl. China and India), , 1895, 19267668
Asia (excl. China and India), , 1896, 20420172
Asia (excl. China and India), , 1897, 22231664
Asia (excl. China and India), , 1898, 27361112
Asia (excl. China and India), , 1899, 28590236
Asia (excl. China and India), , 1900, 32068476
Asia (excl. China and India), , 1901, 37178824
Asia (excl. China and India), , 1902, 37885536
Asia (excl. China and India), , 1903, 40254590
Asia (excl. China and India), , 1904, 45340090
Asia (excl. China and India), , 1905, 46066732
Asia (excl. China and India), , 1906, 50726136
Asia (excl. China and India), , 1907, 55523630
Asia (excl. China and India), , 1908, 58334092
Asia (excl. China and India), , 1909, 60803170
Asia (excl. China and India), , 1910, 62272456
Asia (excl. China and India), , 1911, 68337090
Asia (excl. China and India), , 1912, 74212560
Asia (excl. China and India), , 1913, 81632370
Asia (excl. China and India), , 1914, 84445220
Asia (excl. China and India), , 1915, 78084850
Asia (excl. China and India), , 1916, 86240210
Asia (excl. China and India), , 1917, 94940430
Asia (excl. China and India), , 1918, 92766110
Asia (excl. China and India), , 1919, 102584710
Asia (excl. China and India), , 1920, 100280340
Asia (excl. China and India), , 1921, 95526670
Asia (excl. China and India), , 1922, 104400850
Asia (excl. China and India), , 1923, 114717600
Asia (excl. China and India), , 1924, 123802540
Asia (excl. China and India), , 1925, 129401760
Asia (excl. China and India), , 1926, 135206670
Asia (excl. China and India), , 1927, 149099580
Asia (excl. China and India), , 1928, 160727550
Asia (excl. China and India), , 1929, 168353660
Asia (excl. China and India), , 1930, 165961070
Asia (excl. China and India), , 1931, 157916660
Asia (excl. China and India), , 1932, 162359180
Asia (excl. China and India), , 1933, 183475420
Asia (excl. China and India), , 1934, 207602180
Asia (excl. China and India), , 1935, 223207600
Asia (excl. China and India), , 1936, 247962530
Asia (excl. China and India), , 1937, 269425950
Asia (excl. China and India), , 1938, 282948060
Asia (excl. China and India), , 1939, 295071840
Asia (excl. China and India), , 1940, 328655650
Asia (excl. China and India), , 1941, 310789120
Asia (excl. China and India), , 1942, 266237010
Asia (excl. China and India), , 1943, 284450850
Asia (excl. China and India), , 1944, 289839360
Asia (excl. China and India), , 1945, 219303630
Asia (excl. China and India), , 1946, 227252340
Asia (excl. China and India), , 1947, 285333600
Asia (excl. China and India), , 1948, 292327100
Asia (excl. China and India), , 1949, 264319460
Asia (excl. China and India), , 1950, 260600800
Asia (excl. China and India), , 1951, 288775170
Asia (excl. China and India), , 1952, 309130980
Asia (excl. China and India), , 1953, 337615500
Asia (excl. China and India), , 1954, 358579420
Asia (excl. China and India), , 1955, 405291000
Asia (excl. China and India), , 1956, 451600860
Asia (excl. China and India), , 1957, 495896160
Asia (excl. China and India), , 1958, 517265660
Asia (excl. China and India), , 1959, 551788300
Asia (excl. China and India), , 1960, 628044160
Asia (excl. China and India), , 1961, 701982200
Asia (excl. China and India), , 1962, 749842240
Asia (excl. China and India), , 1963, 823326200
Asia (excl. China and India), , 1964, 906667000
Asia (excl. China and India), , 1965, 995230660
Asia (excl. China and India), , 1966, 1087533600
Asia (excl. China and India), , 1967, 1204542600
Asia (excl. China and India), , 1968, 1345597800
Asia (excl. China and India), , 1969, 1503503500
Asia (excl. China and India), , 1970, 1706094200
Asia (excl. China and India), , 1971, 1848915500
Asia (excl. China and India), , 1972, 1948347400
Asia (excl. China and India), , 1973, 2133964500
Asia (excl. China and India), , 1974, 2167012000
Asia (excl. China and India), , 1975, 2158932200
Asia (excl. China and India), , 1976, 2330105300
Asia (excl. China and India), , 1977, 2446128000
Asia (excl. China and India), , 1978, 2471096000
Asia (excl. China and India), , 1979, 2598695700
Asia (excl. China and India), , 1980, 2609172700
Asia (excl. China and India), , 1981, 2577507800
Asia (excl. China and India), , 1982, 2586626300
Asia (excl. China and India), , 1983, 2654226700
Asia (excl. China and India), , 1984, 2768428500
Asia (excl. China and India), , 1985, 2870338800
Asia (excl. China and India), , 1986, 2961527000
Asia (excl. China and India), , 1987, 3014605800
Asia (excl. China and India), , 1988, 3271474400
Asia (excl. China and India), , 1989, 3400063700
Asia (excl. China and India), , 1990, 3545724200
Asia (excl. China and India), , 1991, 4184112000
Asia (excl. China and India), , 1992, 3862529800
Asia (excl. China and India), , 1993, 3983586000
Asia (excl. China and India), , 1994, 4119413500
Asia (excl. China and India), , 1995, 4135887400
Asia (excl. China and India), , 1996, 4264457200
Asia (excl. China and India), , 1997, 4343674000
Asia (excl. China and India), , 1998, 4232877000
Asia (excl. China and India), , 1999, 4444999000
Asia (excl. China and India), , 2000, 4702127000
Asia (excl. China and India), , 2001, 4771707000
Asia (excl. China and India), , 2002, 4888142300
Asia (excl. China and India), , 2003, 5120989000
Asia (excl. China and India), , 2004, 5338274300
Asia (excl. China and India), , 2005, 5460009500
Asia (excl. China and India), , 2006, 5603077600
Asia (excl. China and India), , 2007, 5712854000
Asia (excl. China and India), , 2008, 5837094000
Asia (excl. China and India), , 2009, 5842581000
Asia (excl. China and India), , 2010, 6198867500
Asia (excl. China and India), , 2011, 6418505700
Asia (excl. China and India), , 2012, 6695939000
Asia (excl. China and India), , 2013, 6683896300
Asia (excl. China and India), , 2014, 6812070400
Asia (excl. China and India), , 2015, 7011986000
Asia (excl. China and India), , 2016, 7124889600
Asia (excl. China and India), , 2017, 7336026600
Asia (excl. China and India), , 2018, 7454159400
Asia (excl. China and India), , 2019, 7521706500
Asia (excl. China and India), , 2020, 7183972000
Asia (excl. China and India), , 2021, 7428227600
Asia (excl. China and India), , 2022, 7545927700
China, CHN, 1907, 19893872
China, CHN, 1908, 22735854
China, CHN, 1909, 24251576
China, CHN, 1910, 25009438
China, CHN, 1911, 24630506
China, CHN, 1912, 17029154
China, CHN, 1913, 24251576
China, CHN, 1914, 26718416
China, CHN, 1915, 25420578
China, CHN, 1916, 30130690
China, CHN, 1917, 32023448
China, CHN, 1918, 34747964
China, CHN, 1919, 37997296
China, CHN, 1920, 40278456
China, CHN, 1921, 38762732
China, CHN, 1922, 39971524
China, CHN, 1923, 46517556
China, CHN, 1924, 48846084
China, CHN, 1925, 45954840
China, CHN, 1926, 43660164
China, CHN, 1927, 45808580
China, CHN, 1928, 47591444
China, CHN, 1929, 48281828
China, CHN, 1930, 49558456
China, CHN, 1931, 51904660
China, CHN, 1932, 50269150
China, CHN, 1933, 54111180
China, CHN, 1934, 62382628
China, CHN, 1935, 72645970
China, CHN, 1936, 75477250
China, CHN, 1937, 70968650
China, CHN, 1938, 61365520
China, CHN, 1939, 74426990
China, CHN, 1940, 90790530
China, CHN, 1941, 113978570
China, CHN, 1942, 127613384
China, CHN, 1943, 108994540
China, CHN, 1944, 103003570
China, CHN, 1945, 55892210
China, CHN, 1946, 36107050
China, CHN, 1947, 41836136
China, CHN, 1948, 38400104
China, CHN, 1949, 62081100
China, CHN, 1950, 78835290
China, CHN, 1951, 102115210
China, CHN, 1952, 127999330
China, CHN, 1953, 133782880
China, CHN, 1954, 160877400
China, CHN, 1955, 190521460
China, CHN, 1956, 215823980
China, CHN, 1957, 255784960
China, CHN, 1958, 524617060
China, CHN, 1959, 720151550
China, CHN, 1960, 798799940
China, CHN, 1961, 570630200
China, CHN, 1962, 459618080
China, CHN, 1963, 456779460
China, CHN, 1964, 460637100
China, CHN, 1965, 500286370
China, CHN, 1966, 549459260
China, CHN, 1967, 460225900
China, CHN, 1968, 495506560
China, CHN, 1969, 607683300
China, CHN, 1970, 807952640
China, CHN, 1971, 909209700
China, CHN, 1972, 968645570
China, CHN, 1973, 1008292600
China, CHN, 1974, 1028099840
China, CHN, 1975, 1183215000
China, CHN, 1976, 1226421200
China, CHN, 1977, 1340831100
China, CHN, 1978, 1492777900
China, CHN, 1979, 1525661200
China, CHN, 1980, 1494495900
China, CHN, 1981, 1476487800
China, CHN, 1982, 1606585000
China, CHN, 1983, 1694216800
China, CHN, 1984, 1844828000
China, CHN, 1985, 1998083000
China, CHN, 1986, 2104213400
China, CHN, 1987, 2257738500
China, CHN, 1988, 2425893600
China, CHN, 1989, 2463654400
China, CHN, 1990, 2484854800
China, CHN, 1991, 2606096100
China, CHN, 1992, 2730787600
China, CHN, 1993, 2921651000
China, CHN, 1994, 3103739000
China, CHN, 1995, 3361637000
China, CHN, 1996, 3508818200
China, CHN, 1997, 3515594200
China, CHN, 1998, 3364587500
China, CHN, 1999, 3557274600
China, CHN, 2000, 3649201000
China, CHN, 2001, 3728513500
China, CHN, 2002, 4103042600
China, CHN, 2003, 4841118700
China, CHN, 2004, 5217351000
China, CHN, 2005, 5882143000
China, CHN, 2006, 6494338000
China, CHN, 2007, 6983576600
China, CHN, 2008, 7501498000
China, CHN, 2009, 7891089400
China, CHN, 2010, 8620627000
China, CHN, 2011, 9532409000
China, CHN, 2012, 9779355000
China, CHN, 2013, 9956376000
China, CHN, 2014, 9998674000
China, CHN, 2015, 9866952000
China, CHN, 2016, 9765029000
China, CHN, 2017, 10011151000
China, CHN, 2018, 10353934000
China, CHN, 2019, 10721042000
China, CHN, 2020, 10914012000
China, CHN, 2021, 11336233000
China, CHN, 2022, 11396777000
Europe (excl. EU-27), , 1750, 9305937
Europe (excl. EU-27), , 1751, 9407229
Europe (excl. EU-27), , 1752, 9505168
Europe (excl. EU-27), , 1753, 9610490
Europe (excl. EU-27), , 1754, 9733580
Europe (excl. EU-27), , 1755, 9793468
Europe (excl. EU-27), , 1756, 9909914
Europe (excl. EU-27), , 1757, 10093936
Europe (excl. EU-27), , 1758, 10216358
Europe (excl. EU-27), , 1759, 10338854
Europe (excl. EU-27), , 1760, 10514331
Europe (excl. EU-27), , 1761, 10747885
Europe (excl. EU-27), , 1762, 10952198
Europe (excl. EU-27), , 1763, 11191592
Europe (excl. EU-27), , 1764, 11396982
Europe (excl. EU-27), , 1765, 11643486
Europe (excl. EU-27), , 1766, 11876080
Europe (excl. EU-27), , 1767, 12152509
Europe (excl. EU-27), , 1768, 12466936
Europe (excl. EU-27), , 1769, 12780074
Europe (excl. EU-27), , 1770, 13097216
Europe (excl. EU-27), , 1771, 13369488
Europe (excl. EU-27), , 1772, 13623507
Europe (excl. EU-27), , 1773, 13808138
Europe (excl. EU-27), , 1774, 14012415
Europe (excl. EU-27), , 1775, 14338920
Europe (excl. EU-27), , 1776, 14654124
Europe (excl. EU-27), , 1777, 14959537
Europe (excl. EU-27), , 1778, 15243483
Europe (excl. EU-27), , 1779, 15535235
Europe (excl. EU-27), , 1780, 15878726
Europe (excl. EU-27), , 1781, 16234383
Europe (excl. EU-27), , 1782, 16580954
Europe (excl. EU-27), , 1783, 17062752
Europe (excl. EU-27), , 1784, 17471092
Europe (excl. EU-27), , 1785, 17961464
Europe (excl. EU-27), , 1786, 18443832
Europe (excl. EU-27), , 1787, 18855466
Europe (excl. EU-27), , 1788, 19282564
Europe (excl. EU-27), , 1789, 19859760
Europe (excl. EU-27), , 1790, 20394430
Europe (excl. EU-27), , 1791, 20928086
Europe (excl. EU-27), , 1792, 21456558
Europe (excl. EU-27), , 1793, 21813614
Europe (excl. EU-27), , 1794, 22072648
Europe (excl. EU-27), , 1795, 21864574
Europe (excl. EU-27), , 1796, 21582768
Europe (excl. EU-27), , 1797, 21536814
Europe (excl. EU-27), , 1798, 22527018
Europe (excl. EU-27), , 1799, 26855000
Europe (excl. EU-27), , 1800, 31340080
Europe (excl. EU-27), , 1801, 30736626
Europe (excl. EU-27), , 1802, 30377368
Europe (excl. EU-27), , 1803, 28241450
Europe (excl. EU-27), , 1804, 27790074
Europe (excl. EU-27), , 1805, 29295006
Europe (excl. EU-27), , 1806, 30908602
Europe (excl. EU-27), , 1807, 32583656
Europe (excl. EU-27), , 1808, 33701640
Europe (excl. EU-27), , 1809, 34522536
Europe (excl. EU-27), , 1810, 35402028
Europe (excl. EU-27), , 1811, 36155070
Europe (excl. EU-27), , 1812, 36741616
Europe (excl. EU-27), , 1813, 37359772
Europe (excl. EU-27), , 1814, 38181804
Europe (excl. EU-27), , 1815, 39019170
Europe (excl. EU-27), , 1816, 39265496
Europe (excl. EU-27), , 1817, 41766344
Europe (excl. EU-27), , 1818, 43769000
Europe (excl. EU-27), , 1819, 43316496
Europe (excl. EU-27), , 1820, 42567188
Europe (excl. EU-27), , 1821, 43493436
Europe (excl. EU-27), , 1822, 45073956
Europe (excl. EU-27), , 1823, 46676420
Europe (excl. EU-27), , 1824, 48136788
Europe (excl. EU-27), , 1825, 49563788
Europe (excl. EU-27), , 1826, 50101644
Europe (excl. EU-27), , 1827, 52047628
Europe (excl. EU-27), , 1828, 52630228
Europe (excl. EU-27), , 1829, 53253870
Europe (excl. EU-27), , 1830, 67747010
Europe (excl. EU-27), , 1831, 64508344
Europe (excl. EU-27), , 1832, 62571084
Europe (excl. EU-27), , 1833, 61940190
Europe (excl. EU-27), , 1834, 65802124
Europe (excl. EU-27), , 1835, 72212080
Europe (excl. EU-27), , 1836, 78562870
Europe (excl. EU-27), , 1837, 75279260
Europe (excl. EU-27), , 1838, 73637256
Europe (excl. EU-27), , 1839, 75826470
Europe (excl. EU-27), , 1840, 80834850
Europe (excl. EU-27), , 1841, 81389030
Europe (excl. EU-27), , 1842, 85266410
Europe (excl. EU-27), , 1843, 88631840
Europe (excl. EU-27), , 1844, 94021080
Europe (excl. EU-27), , 1845, 99877350
Europe (excl. EU-27), , 1846, 95592610
Europe (excl. EU-27), , 1847, 101925520
Europe (excl. EU-27), , 1848, 109109920
Europe (excl. EU-27), , 1849, 117456380
Europe (excl. EU-27), , 1850, 122585200
Europe (excl. EU-27), , 1851, 116561400
Europe (excl. EU-27), , 1852, 116147840
Europe (excl. EU-27), , 1853, 115522950
Europe (excl. EU-27), , 1854, 139246780
Europe (excl. EU-27), , 1855, 130716376
Europe (excl. EU-27), , 1856, 140385310
Europe (excl. EU-27), , 1857, 137877390
Europe (excl. EU-27), , 1858, 135655470
Europe (excl. EU-27), , 1859, 150666940
Europe (excl. EU-27), , 1860, 169159780
Europe (excl. EU-27), , 1861, 176627660
Europe (excl. EU-27), , 1862, 170965310
Europe (excl. EU-27), , 1863, 181742720
Europe (excl. EU-27), , 1864, 195731060
